game_id,home_team,away_team,date,home_active_rust_adj_PIE,home_active_rust_adj_NET_RATING,home_active_rust_adj_USG_PCT,home_active_rust_adj_PLUS_MINUS,home_active_rust_adj_NBA_FANTASY_PTS,away_active_rust_adj_PIE,away_active_rust_adj_NET_RATING,away_active_rust_adj_USG_PCT,away_active_rust_adj_PLUS_MINUS,away_active_rust_adj_NBA_FANTASY_PTS,home_missing_PIE_r20,home_missing_NET_RATING_r20,home_missing_USG_PCT_r20,home_missing_PLUS_MINUS_r20,home_missing_NBA_FANTASY_PTS_r20,home_missing_PIE_r50,home_missing_NET_RATING_r50,home_missing_USG_PCT_r50,home_missing_PLUS_MINUS_r50,home_missing_NBA_FANTASY_PTS_r50,away_missing_PIE_r20,away_missing_NET_RATING_r20,away_missing_USG_PCT_r20,away_missing_PLUS_MINUS_r20,away_missing_NBA_FANTASY_PTS_r20,away_missing_PIE_r50,away_missing_NET_RATING_r50,away_missing_USG_PCT_r50,away_missing_PLUS_MINUS_r50,away_missing_NBA_FANTASY_PTS_r50,diff_active_rust_adj_PIE,diff_active_rust_adj_NET_RATING,diff_active_rust_adj_USG_PCT,diff_active_rust_adj_PLUS_MINUS,diff_active_rust_adj_NBA_FANTASY_PTS,diff_missing_PIE_r20,diff_missing_NET_RATING_r20,diff_missing_USG_PCT_r20,diff_missing_PLUS_MINUS_r20,diff_missing_NBA_FANTASY_PTS_r20,diff_missing_PIE_r50,diff_missing_NET_RATING_r50,diff_missing_USG_PCT_r50,diff_missing_PLUS_MINUS_r50,diff_missing_NBA_FANTASY_PTS_r50
0041400406,CLE,GSW,2015-06-16T00:00:00,0.29155,5.200000000000006,1.5360500000000001,17.5,184.98,0.8346,55.9,1.6909500000000002,36.2,199.93,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.10711666666666667,-49.33166666666667,0.28786666666666666,-3.916666666666667,12.830000000000002,0.07654666666666667,-48.06266666666667,0.2983866666666667,-2.7466666666666666,13.026,-0.54305,-50.69999999999999,-0.15490000000000004,-18.700000000000003,-14.950000000000017,0.12828333333333333,61.19166666666667,0.10863333333333342,12.866666666666667,39.56500000000001,0.17253333333333332,56.168666666666674,0.10869333333333331,8.926666666666668,42.242000000000004
0041400405,GSW,CLE,2015-06-14T00:00:00,0.87615,61.86,1.70395,34.4,199.425,0.5871500000000001,34.92,1.3279,24.400000000000002,178.845,0.05751666666666667,-76.33166666666666,0.20801666666666666,-6.716666666666667,7.73,0.04480952380952381,-69.3295238095238,0.21198095238095238,-6.466666666666667,7.434285714285714,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.2889999999999999,26.939999999999998,0.37605,9.999999999999996,20.580000000000013,-0.17788333333333334,-88.19166666666666,-0.18848333333333342,-15.666666666666666,-44.665000000000006,-0.20427047619047617,-77.4355238095238,-0.19509904761904762,-12.646666666666668,-47.83371428571429
0041400404,CLE,GSW,2015-06-11T00:00:00,0.41966000000000003,9.399000000000001,1.6684100000000002,19.79,186.845,1.1122977777777778,37.95255555555556,2.2203666666666666,33.815555555555555,238.8838888888889,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.05751666666666667,-76.33166666666666,0.20801666666666666,-6.716666666666667,7.73,0.04480952380952381,-69.3295238095238,0.21198095238095238,-6.466666666666667,7.434285714285714,-0.6926377777777778,-28.553555555555562,-0.5519566666666664,-14.025555555555556,-52.03888888888889,0.17788333333333334,88.19166666666666,0.18848333333333342,15.666666666666666,44.665000000000006,0.20427047619047617,77.4355238095238,0.19509904761904762,12.646666666666668,47.83371428571429
0041400403,CLE,GSW,2015-06-09T00:00:00,0.60085,35.96,1.35415,23.35,178.41000000000003,0.9862799999999999,68.82600000000001,1.75211,39.45,222.69,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.05751666666666667,-76.33166666666666,0.20801666666666666,-6.716666666666667,7.73,0.04480952380952381,-69.3295238095238,0.21198095238095238,-6.466666666666667,7.434285714285714,-0.38542999999999994,-32.86600000000001,-0.3979600000000001,-16.1,-44.27999999999997,0.17788333333333334,88.19166666666666,0.18848333333333342,15.666666666666666,44.665000000000006,0.20427047619047617,77.4355238095238,0.19509904761904762,12.646666666666668,47.83371428571429
0041400402,GSW,CLE,2015-06-07T00:00:00,1.0141,50.61,1.8899,43.85,228.28,0.56232,36.449,1.3339,24.11,173.363,0.05751666666666667,-76.33166666666666,0.20801666666666666,-6.716666666666667,7.73,0.04480952380952381,-69.3295238095238,0.21198095238095238,-6.466666666666667,7.434285714285714,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.45177999999999996,14.161000000000001,0.5559999999999998,19.740000000000002,54.917,-0.17788333333333334,-88.19166666666666,-0.18848333333333342,-15.666666666666666,-44.665000000000006,-0.20427047619047617,-77.4355238095238,-0.19509904761904762,-12.646666666666668,-47.83371428571429
0041400401,GSW,CLE,2015-06-04T00:00:00,0.8133600000000001,37.21200000000001,1.5096800000000001,34.24,184.816,0.53212,49.608,1.21956,27.400000000000002,161.792,0.05751666666666667,-76.33166666666666,0.20801666666666666,-6.716666666666667,7.73,0.04480952380952381,-69.3295238095238,0.21198095238095238,-6.466666666666667,7.434285714285714,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.28124000000000005,-12.395999999999987,0.29012000000000016,6.84,23.024,-0.17788333333333334,-88.19166666666666,-0.18848333333333342,-15.666666666666666,-44.665000000000006,-0.20427047619047617,-77.4355238095238,-0.19509904761904762,-12.646666666666668,-47.83371428571429
0041400315,GSW,HOU,2015-05-27T00:00:00,0.9696,57.05,1.81295,36.0,225.33499999999998,0.98065,-6.754999999999997,1.7158,8.65,223.825,0.12661666666666668,-62.27166666666667,0.3691666666666667,-3.1666666666666665,16.345,0.13122666666666666,-45.09866666666667,0.3794666666666667,-1.6666666666666667,18.009999999999998,0.13645000000000002,-8.314999999999998,0.35429999999999995,-3.05,46.035,0.16348000000000001,0.10000000000000064,0.36251999999999995,0.52,48.888,-0.011050000000000004,63.80499999999999,0.09715000000000007,27.35,1.509999999999991,-0.009833333333333333,-53.95666666666667,0.01486666666666675,-0.1166666666666667,-29.689999999999998,-0.032253333333333356,-45.19866666666667,0.01694666666666672,-2.1866666666666665,-30.878
0041400304,CLE,ATL,2015-05-26T00:00:00,0.53031,-27.726499999999998,2.17124,19.535,221.484,1.02885,-31.754999999999995,1.9521000000000002,11.4,217.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4985400000000001,4.0284999999999975,0.2191399999999999,8.135,4.399000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0041400314,HOU,GSW,2015-05-25T00:00:00,0.9622,-13.805,1.72035,2.0,220.04999999999998,1.0063,62.555,1.8193,41.1,224.725,0.13645000000000002,-8.314999999999998,0.35429999999999995,-3.05,46.035,0.16348000000000001,0.10000000000000064,0.36251999999999995,0.52,48.888,0.12661666666666668,-62.27166666666667,0.3691666666666667,-3.1666666666666665,16.345,0.13122666666666666,-45.09866666666667,0.3794666666666667,-1.6666666666666667,18.009999999999998,-0.04409999999999992,-76.36,-0.09894999999999987,-39.1,-4.675000000000011,0.009833333333333333,53.95666666666667,-0.01486666666666675,0.1166666666666667,29.689999999999998,0.032253333333333356,45.19866666666667,-0.01694666666666672,2.1866666666666665,30.878
0041400303,CLE,ATL,2015-05-24T00:00:00,0.6647000000000001,42.305,1.38335,26.65,171.10500000000002,0.99025,-19.659999999999997,1.97155,17.5,217.16,0.2354,11.86,0.3965000000000001,8.95,52.39500000000001,0.24908,8.106,0.40708,6.180000000000001,55.268,0.1888,25.155,0.28900000000000003,13.600000000000001,41.625,0.18242,19.518,0.28778000000000004,10.440000000000001,40.012,-0.3255499999999999,61.964999999999996,-0.5881999999999998,9.149999999999999,-46.05499999999998,0.0466,-13.295000000000002,0.10750000000000004,-4.650000000000002,10.77000000000001,0.06666,-11.412,0.11929999999999996,-4.260000000000001,15.256
